
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE04 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
    -8.00     4.00   110.35  -182.55    18.92    -6.35    21.05    -1.07    -1.42    -0.43    -5.93     2.98   484.41   823.84
    -8.00     6.00   138.10  -183.88    16.84    -6.35    25.54    -1.07    -1.47    -0.50    -5.93     4.48   484.41   879.21
    -8.00     8.00   170.22  -185.41    14.56    -6.35    30.01    -1.07    -1.53    -0.57    -5.93     5.98   484.41   934.19
    -8.00    10.00   207.84  -187.21    12.01    -6.35    34.46    -1.07    -1.59    -0.65    -5.93     7.48   484.41   988.75
    -8.00    12.00   252.52  -189.35     9.12    -6.35    38.88    -1.07    -1.65    -0.72    -5.93     8.99   484.41  1042.89
    -8.00    14.00   306.46  -191.92     5.79    -6.35    43.27    -1.07    -1.71    -0.80    -5.93    10.50   484.41  1096.57
    -8.00    16.00   372.91  -195.10     1.86    -6.35    47.64    -1.07    -1.77    -0.87    -5.93    12.01   484.41  1149.76
    -8.00    18.00   456.81  -199.10    -2.91    -6.35    51.98    -1.07    -1.83    -0.95    -5.93    13.53   484.41  1202.44
    -8.00    20.00   566.10  -204.33    -8.90    -6.35    56.30    -1.07    -1.89    -1.02    -5.93    15.06   484.41  1254.59
    -8.00    22.00   714.44  -211.41   -16.75    -6.35    60.58    -1.07    -1.94    -1.10    -5.93    16.59   484.41  1306.16
    -8.00    24.00   927.38  -221.58   -27.69    -6.35    64.83    -1.07    -2.01    -1.17    -5.93    18.12   484.41  1357.12
    -8.00    26.00  1259.00  -237.43   -44.30    -6.35    69.04    -1.07    -2.07    -1.25    -5.93    19.66   484.41  1407.43
    -8.00    28.00  1847.18  -265.52   -73.18    -6.35    73.22    -1.07    -2.13    -1.33    -5.93    21.21   484.41  1457.06
    -8.00    30.00  3178.28  -329.11  -137.54    -6.35    77.35    -1.07    -2.19    -1.41    -5.93    22.76   484.41  1505.95
    -8.00    32.00  9078.89  -610.98  -420.19    -6.35    81.45    -1.07    -2.25    -1.49    -5.93    24.32   484.41  1554.06
    -8.00    34.00 ********   457.10   647.10    -6.35    85.49    -1.07    -2.31    -1.57    -5.93    25.89   484.41  1601.34
    -8.00    36.00 -4093.05    18.24   207.45    -6.35    89.49    -1.07    -2.37    -1.65    -5.93    27.46   484.41  1647.72
    -8.00    38.00 -2505.86   -57.58   130.83    -6.35    93.43    -1.07    -2.44    -1.73    -5.93    29.05   484.41  1693.16
    -8.00    40.00 -1847.24   -89.04    98.57    -6.35    97.31    -1.07    -2.50    -1.81    -5.93    30.64   484.41  1737.56
    -8.00    42.00 -1486.58  -106.27    80.54    -6.35   101.13    -1.07    -2.56    -1.89    -5.93    32.24   484.41  1780.87
    -8.00    44.00 -1258.88  -117.15    68.85    -6.35   104.87    -1.07    -2.63    -1.98    -5.93    33.86   484.41  1822.99
    -8.00    46.00 -1101.98  -124.64    60.54    -6.35   108.54    -1.07    -2.69    -2.06    -5.93    35.48   484.41  1863.83
    -8.00    48.00  -987.23  -130.12    54.24    -6.35   112.13    -1.07    -2.76    -2.14    -5.93    37.12   484.41  1903.30
    -8.00    50.00  -899.60  -134.31    49.22    -6.35   115.62    -1.07    -2.82    -2.23    -5.93    38.77   484.41  1941.28
    -8.00    52.00  -830.45  -137.61    45.08    -6.35   119.02    -1.07    -2.89    -2.32    -5.93    40.43   484.41  1977.63
    -8.00    54.00  -774.44  -140.29    41.56    -6.35   122.30    -1.07    -2.96    -2.40    -5.93    42.11   484.41  2012.22
    -8.00    56.00  -728.12  -142.50    38.50    -6.35   125.46    -1.07    -3.03    -2.49    -5.93    43.81   484.41  2044.89
    -8.00     0.00    64.80  -180.38    22.59    -6.35    12.00    -1.07    -1.30    -0.28    -5.93     0.00   484.41   712.01
    -8.00    -2.00    45.88  -179.47    24.23    -6.35     7.44    -1.07    -1.24    -0.21    -5.93    -1.49   484.41   655.58
    -8.00    -4.00    28.96  -178.67    25.78    -6.35     2.87    -1.07    -1.19    -0.14    -5.93    -2.97   484.41   598.83
    -8.00    -6.00    13.75  -177.94    27.25    -6.35    -1.73    -1.07    -1.13    -0.07    -5.93    -4.45   484.41   541.77
    -8.00    -8.00     0.00  -177.28    28.65    -6.35    -6.35    -1.07    -1.07     0.00    -5.93    -5.93   484.41   484.41
    -8.00   -10.00   -12.50  -176.69    29.98    -6.35   -10.99    -1.07    -1.01     0.07    -5.93    -7.41   484.41   426.77
    -8.00   -12.00   -23.91  -176.14    31.26    -6.35   -15.65    -1.07    -0.96     0.14    -5.93    -8.88   484.41   368.86
    -8.00   -14.00   -34.36  -175.64    32.50    -6.35   -20.33    -1.07    -0.90     0.21    -5.93   -10.36   484.41   310.68
    -8.00   -16.00   -43.99  -175.18    33.69    -6.35   -25.04    -1.07    -0.84     0.28    -5.93   -11.83   484.41   252.24
    -8.00   -18.00   -52.87  -174.76    34.85    -6.35   -29.76    -1.07    -0.79     0.35    -5.93   -13.29   484.41   193.56
    -8.00   -20.00   -61.10  -174.36    35.97    -6.35   -34.51    -1.07    -0.73     0.42    -5.93   -14.76   484.41   134.63
    -8.00   -22.00   -68.75  -174.00    37.07    -6.35   -39.28    -1.07    -0.68     0.48    -5.93   -16.22   484.41    75.47
    -8.00   -24.00   -75.87  -173.66    38.14    -6.35   -44.08    -1.07    -0.62     0.55    -5.93   -17.69   484.41    16.08
    -8.00   -26.00   -77.71  -173.57    38.42    -6.35   -45.38    -1.07    -0.60     0.57    -5.93   -18.08   484.41     0.00
   -10.00     0.00    76.48  -180.03    23.67   -10.99    12.00    -1.01    -1.30    -0.35    -7.41     0.00   426.77   712.01
   -10.00     2.00    97.24  -181.12    21.84   -10.99    16.54    -1.01    -1.36    -0.43    -7.41     1.49   426.77   768.10
   -10.00     4.00   120.65  -182.35    19.87   -10.99    21.05    -1.01    -1.42    -0.50    -7.41     2.98   426.77   823.84
   -10.00     6.00   147.23  -183.74    17.73   -10.99    25.54    -1.01    -1.47    -0.57    -7.41     4.48   426.77   879.21
   -10.00     8.00   177.71  -185.33    15.38   -10.99    30.01    -1.01    -1.53    -0.64    -7.41     5.98   426.77   934.19
   -10.00    10.00   213.00  -187.18    12.78   -10.99    34.46    -1.01    -1.59    -0.72    -7.41     7.48   426.77   988.75
   -10.00    12.00   254.37  -189.34     9.86   -10.99    38.88    -1.01    -1.65    -0.79    -7.41     8.99   426.77  1042.89
   -10.00    14.00   303.54  -191.91     6.53   -10.99    43.27    -1.01    -1.71    -0.87    -7.41    10.50   426.77  1096.57
   -10.00    16.00   362.97  -195.02     2.67   -10.99    47.64    -1.01    -1.77    -0.94    -7.41    12.01   426.77  1149.76
   -10.00    18.00   436.25  -198.86    -1.93   -10.99    51.98    -1.01    -1.83    -1.02    -7.41    13.53   426.77  1202.44
   -10.00    20.00   528.91  -203.71    -7.54   -10.99    56.30    -1.01    -1.89    -1.09    -7.41    15.06   426.77  1254.59
   -10.00    22.00   649.85  -210.04   -14.64   -10.99    60.58    -1.01    -1.94    -1.17    -7.41    16.59   426.77  1306.16
   -10.00    24.00   814.41  -218.65   -24.02   -10.99    64.83    -1.01    -2.01    -1.24    -7.41    18.12   426.77  1357.12
   -10.00    26.00  1051.48  -231.05   -37.19   -10.99    69.04    -1.01    -2.07    -1.32    -7.41    19.66   426.77  1407.43
   -10.00    28.00  1422.70  -250.47   -57.39   -10.99    73.22    -1.01    -2.13    -1.40    -7.41    21.21   426.77  1457.06
   -10.00    30.00  2087.18  -285.24   -92.94   -10.99    77.35    -1.01    -2.19    -1.48    -7.41    22.76   426.77  1505.95
   -10.00    32.00  3620.41  -365.47  -173.94   -10.99    81.45    -1.01    -2.25    -1.56    -7.41    24.32   426.77  1554.06
   -10.00    34.00 10950.84  -749.02  -558.29   -10.99    85.49    -1.01    -2.31    -1.64    -7.41    25.89   426.77  1601.34
   -10.00    36.00 ********   495.33   685.28   -10.99    89.49    -1.01    -2.37    -1.72    -7.41    27.46   426.77  1647.72
   -10.00    38.00 -4282.21    48.03   237.18   -10.99    93.43    -1.01    -2.44    -1.80    -7.41    29.05   426.77  1693.16
   -10.00    40.00 -2651.78   -37.28   151.07   -10.99    97.31    -1.01    -2.50    -1.88    -7.41    30.64   426.77  1737.56
   -10.00    42.00 -1960.45   -73.45   114.09   -10.99   101.13    -1.01    -2.56    -1.96    -7.41    32.24   426.77  1780.87
   -10.00    44.00 -1578.11   -93.46    93.28   -10.99   104.87    -1.01    -2.63    -2.04    -7.41    33.86   426.77  1822.99
   -10.00    46.00 -1335.32  -106.16    79.76   -10.99   108.54    -1.01    -2.69    -2.13    -7.41    35.48   426.77  1863.83
   -10.00    48.00 -1167.38  -114.95    70.15   -10.99   112.13    -1.01    -2.76    -2.21    -7.41    37.12   426.77  1903.30
   -10.00    50.00 -1044.23  -121.39    62.88   -10.99   115.62    -1.01    -2.82    -2.30    -7.41    38.77   426.77  1941.28
   -10.00    52.00  -949.98  -126.33    57.11   -10.99   119.02    -1.01    -2.89    -2.38    -7.41    40.43   426.77  1977.63
   -10.00    54.00  -875.49  -130.22    52.37   -10.99   122.30    -1.01    -2.96    -2.47    -7.41    42.11   426.77  2012.22
   -10.00    56.00  -815.07  -133.38    48.35   -10.99   125.46    -1.01    -3.03    -2.56    -7.41    43.81   426.77  2044.89
   -10.00     0.00    76.48  -180.03    23.67   -10.99    12.00    -1.01    -1.30    -0.35    -7.41     0.00   426.77   712.01
   -10.00    -2.00    57.93  -179.06    25.38   -10.99     7.44    -1.01    -1.24    -0.28    -7.41    -1.49   426.77   655.58
   -10.00    -4.00    41.26  -178.19    27.00   -10.99     2.87    -1.01    -1.19    -0.21    -7.41    -2.97   426.77   598.83
   -10.00    -6.00    26.19  -177.40    28.53   -10.99    -1.73    -1.01    -1.13    -0.14    -7.41    -4.45   426.77   541.77
   -10.00    -8.00    12.50  -176.69    29.98   -10.99    -6.35    -1.01    -1.07    -0.07    -7.41    -5.93   426.77   484.41
   -10.00   -10.00     0.00  -176.03    31.37   -10.99   -10.99    -1.01    -1.01     0.00    -7.41    -7.41   426.77   426.77
   -10.00   -12.00   -11.45  -175.43    32.71   -10.99   -15.65    -1.01    -0.96     0.07    -7.41    -8.88   426.77   368.86
   -10.00   -14.00   -21.99  -174.88    34.00   -10.99   -20.33    -1.01    -0.90     0.14    -7.41   -10.36   426.77   310.68
   -10.00   -16.00   -31.72  -174.37    35.24   -10.99   -25.04    -1.01    -0.84     0.21    -7.41   -11.83   426.77   252.24
   -10.00   -18.00   -40.73  -173.90    36.44   -10.99   -29.76    -1.01    -0.79     0.28    -7.41   -13.29   426.77   193.56
   -10.00   -20.00   -49.10  -173.46    37.61   -10.99   -34.51    -1.01    -0.73     0.35    -7.41   -14.76   426.77   134.63
   -10.00   -22.00   -56.89  -173.06    38.75   -10.99   -39.28    -1.01    -0.68     0.41    -7.41   -16.22   426.77    75.47
   -10.00   -24.00   -64.17  -172.67    39.86   -10.99   -44.08    -1.01    -0.62     0.48    -7.41   -17.69   426.77    16.08
   -10.00   -26.00   -66.06  -172.58    40.16   -10.99   -45.38    -1.01    -0.60     0.50    -7.41   -18.08   426.77     0.00
   -12.00     0.00    86.93  -179.73    24.71   -15.65    12.00    -0.96    -1.30    -0.42    -8.88     0.00   368.86   712.01
   -12.00     2.00   107.12  -180.87    22.82   -15.65    16.54    -0.96    -1.36    -0.50    -8.88     1.49   368.86   768.10
   -12.00     4.00   129.73  -182.16    20.79   -15.65    21.05    -0.96    -1.42    -0.57    -8.88     2.98   368.86   823.84
   -12.00     6.00   155.22  -183.61    18.59   -15.65    25.54    -0.96    -1.47    -0.64    -8.88     4.48   368.86   879.21
   -12.00     8.00   184.20  -185.26    16.19   -15.65    30.01    -0.96    -1.53    -0.71    -8.88     5.98   368.86   934.19
   -12.00    10.00   217.44  -187.15    13.55   -15.65    34.46    -0.96    -1.59    -0.79    -8.88     7.48   368.86   988.75
   -12.00    12.00   255.95  -189.34    10.60   -15.65    38.88    -0.96    -1.65    -0.86    -8.88     8.99   368.86  1042.89
   -12.00    14.00   301.12  -191.91     7.28   -15.65    43.27    -0.96    -1.71    -0.94    -8.88    10.50   368.86  1096.57
   -12.00    16.00   354.86  -194.96     3.46   -15.65    47.64    -0.96    -1.77    -1.01    -8.88    12.01   368.86  1149.76
   -12.00    18.00   419.88  -198.66    -1.00   -15.65    51.98    -0.96    -1.83    -1.09    -8.88    13.53   368.86  1202.44
   -12.00    20.00   500.16  -203.23    -6.33   -15.65    56.30    -0.96    -1.89    -1.16    -8.88    15.06   368.86  1254.59
   -12.00    22.00   601.84  -209.01   -12.88   -15.65    60.58    -0.96    -1.94    -1.24    -8.88    16.59   368.86  1306.16
   -12.00    24.00   734.83  -216.58   -21.21   -15.65    64.83    -0.96    -2.01    -1.31    -8.88    18.12   368.86  1357.12
   -12.00    26.00   916.31  -226.90   -32.30   -15.65    69.04    -0.96    -2.07    -1.39    -8.88    19.66   368.86  1407.43
   -12.00    28.00  1178.80  -241.83   -48.01   -15.65    73.22    -0.96    -2.13    -1.47    -8.88    21.21   368.86  1457.06
   -12.00    30.00  1592.35  -265.35   -72.31   -15.65    77.35    -0.96    -2.19    -1.55    -8.88    22.76   368.86  1505.95
   -12.00    32.00  2340.43  -307.90  -115.64   -15.65    81.45    -0.96    -2.25    -1.63    -8.88    24.32   368.86  1554.06
   -12.00    34.00  4105.91  -408.31  -216.84   -15.65    85.49    -0.96    -2.31    -1.71    -8.88    25.89   368.86  1601.34
   -12.00    36.00 13387.36  -936.20  -745.52   -15.65    89.49    -0.96    -2.37    -1.79    -8.88    27.46   368.86  1647.72
   -12.00    38.00 ********   526.58   716.47   -15.65    93.43    -0.96    -2.44    -1.87    -8.88    29.05   368.86  1693.16
   -12.00    40.00 -4437.51    77.61   266.70   -15.65    97.31    -0.96    -2.50    -1.95    -8.88    30.64   368.86  1737.56
   -12.00    42.00 -2782.59   -16.52   171.77   -15.65   101.13    -0.96    -2.56    -2.03    -8.88    32.24   368.86  1780.87
   -12.00    44.00 -2064.87   -57.34   130.13   -15.65   104.87    -0.96    -2.63    -2.11    -8.88    33.86   368.86  1822.99
   -12.00    46.00 -1663.73   -80.16   106.50   -15.65   108.54    -0.96    -2.69    -2.20    -8.88    35.48   368.86  1863.83
   -12.00    48.00 -1407.41   -94.73    91.10   -15.65   112.13    -0.96    -2.76    -2.28    -8.88    37.12   368.86  1903.30
   -12.00    50.00 -1229.38  -104.86    80.15   -15.65   115.62    -0.96    -2.82    -2.37    -8.88    38.77   368.86  1941.28
   -12.00    52.00 -1098.44  -112.31    71.86   -15.65   119.02    -0.96    -2.89    -2.45    -8.88    40.43   368.86  1977.63
   -12.00    54.00  -998.01  -118.02    65.31   -15.65   122.30    -0.96    -2.96    -2.54    -8.88    42.11   368.86  2012.22
   -12.00    56.00  -918.47  -122.54    59.93   -15.65   125.46    -0.96    -3.03    -2.63    -8.88    43.81   368.86  2044.89
   -12.00     0.00    86.93  -179.73    24.71   -15.65    12.00    -0.96    -1.30    -0.42    -8.88     0.00   368.86   712.01
   -12.00    -2.00    68.79  -178.69    26.49   -15.65     7.44    -0.96    -1.24    -0.35    -8.88    -1.49   368.86   655.58
   -12.00    -4.00    52.39  -177.76    28.16   -15.65     2.87    -0.96    -1.19    -0.28    -8.88    -2.97   368.86   598.83
   -12.00    -6.00    37.50  -176.91    29.75   -15.65    -1.73    -0.96    -1.13    -0.21    -8.88    -4.45   368.86   541.77
   -12.00    -8.00    23.91  -176.14    31.26   -15.65    -6.35    -0.96    -1.07    -0.14    -8.88    -5.93   368.86   484.41
   -12.00   -10.00    11.45  -175.43    32.71   -15.65   -10.99    -0.96    -1.01    -0.07    -8.88    -7.41   368.86   426.77
   -12.00   -12.00     0.00  -174.78    34.10   -15.65   -15.65    -0.96    -0.96     0.00    -8.88    -8.88   368.86   368.86
   -12.00   -14.00   -10.57  -174.18    35.43   -15.65   -20.33    -0.96    -0.90     0.07    -8.88   -10.36   368.86   310.68
   -12.00   -16.00   -20.36  -173.62    36.72   -15.65   -25.04    -0.96    -0.84     0.14    -8.88   -11.83   368.86   252.24
   -12.00   -18.00   -29.45  -173.11    37.97   -15.65   -29.76    -0.96    -0.79     0.21    -8.88   -13.29   368.86   193.56
   -12.00   -20.00   -37.92  -172.62    39.19   -15.65   -34.51    -0.96    -0.73     0.28    -8.88   -14.76   368.86   134.63
   -12.00   -22.00   -45.83  -172.18    40.37   -15.65   -39.28    -0.96    -0.68     0.34    -8.88   -16.22   368.86    75.47
   -12.00   -24.00   -53.23  -171.75    41.52   -15.65   -44.08    -0.96    -0.62     0.41    -8.88   -17.69   368.86    16.08
   -12.00   -26.00   -55.15  -171.64    41.82   -15.65   -45.38    -0.96    -0.60     0.43    -8.88   -18.08   368.86     0.00
   -14.00     0.00    96.33  -179.45    25.73   -20.33    12.00    -0.90    -1.30    -0.49   -10.36     0.00   310.68   712.01
   -14.00     2.00   115.96  -180.65    23.78   -20.33    16.54    -0.90    -1.36    -0.56   -10.36     1.49   310.68   768.10
   -14.00     4.00   137.80  -182.00    21.69   -20.33    21.05    -0.90    -1.42    -0.64   -10.36     2.98   310.68   823.84
   -14.00     6.00   162.28  -183.50    19.44   -20.33    25.54    -0.90    -1.47    -0.71   -10.36     4.48   310.68   879.21
   -14.00     8.00   189.88  -185.19    16.99   -20.33    30.01    -0.90    -1.53    -0.78   -10.36     5.98   310.68   934.19
   -14.00    10.00   221.28  -187.12    14.31   -20.33    34.46    -0.90    -1.59    -0.86   -10.36     7.48   310.68   988.75
   -14.00    12.00   257.31  -189.34    11.34   -20.33    38.88    -0.90    -1.65    -0.93   -10.36     8.99   310.68  1042.89
   -14.00    14.00   299.09  -191.90     8.02   -20.33    43.27    -0.90    -1.71    -1.00   -10.36    10.50   310.68  1096.57
   -14.00    16.00   348.14  -194.92     4.25   -20.33    47.64    -0.90    -1.77    -1.08   -10.36    12.01   310.68  1149.76
   -14.00    18.00   406.54  -198.50    -0.10   -20.33    51.98    -0.90    -1.83    -1.15   -10.36    13.53   310.68  1202.44
   -14.00    20.00   477.28  -202.85    -5.21   -20.33    56.30    -0.90    -1.89    -1.23   -10.36    15.06   310.68  1254.59
   -14.00    22.00   564.75  -208.22   -11.35   -20.33    60.58    -0.90    -1.94    -1.31   -10.36    16.59   310.68  1306.16
   -14.00    24.00   675.74  -215.04   -18.94   -20.33    64.83    -0.90    -2.01    -1.38   -10.36    18.12   310.68  1357.12
   -14.00    26.00   821.26  -223.98   -28.65   -20.33    69.04    -0.90    -2.07    -1.46   -10.36    19.66   310.68  1407.43
   -14.00    28.00  1020.45  -236.21   -41.66   -20.33    73.22    -0.90    -2.13    -1.54   -10.36    21.21   310.68  1457.06
   -14.00    30.00  1309.88  -253.99   -60.22   -20.33    77.35    -0.90    -2.19    -1.62   -10.36    22.76   310.68  1505.95
   -14.00    32.00  1769.04  -282.20   -89.20   -20.33    81.45    -0.90    -2.25    -1.70   -10.36    24.32   310.68  1554.06
   -14.00    34.00  2609.63  -333.83  -141.62   -20.33    85.49    -0.90    -2.31    -1.78   -10.36    25.89   310.68  1601.34
   -14.00    36.00  4646.19  -458.93  -267.51   -20.33    89.49    -0.90    -2.37    -1.86   -10.36    27.46   310.68  1647.72
   -14.00    38.00 16741.30 -1201.89 -1011.27   -20.33    93.43    -0.90    -2.44    -1.94   -10.36    29.05   310.68  1693.16
   -14.00    40.00 ********   551.66   741.49   -20.33    97.31    -0.90    -2.50    -2.02   -10.36    30.64   310.68  1737.56
   -14.00    42.00 -4560.26   106.59   295.61   -20.33   101.13    -0.90    -2.56    -2.10   -10.36    32.24   310.68  1780.87
   -14.00    44.00 -2898.07     4.49   192.70   -20.33   104.87    -0.90    -2.63    -2.18   -10.36    33.86   310.68  1822.99
   -14.00    46.00 -2160.19   -40.84   146.56   -20.33   108.54    -0.90    -2.69    -2.27   -10.36    35.48   310.68  1863.83
   -14.00    48.00 -1743.15   -66.46   120.12   -20.33   112.13    -0.90    -2.76    -2.35   -10.36    37.12   310.68  1903.30
   -14.00    50.00 -1474.91   -82.93   102.81   -20.33   115.62    -0.90    -2.82    -2.44   -10.36    38.77   310.68  1941.28
   -14.00    52.00 -1287.77   -94.43    90.48   -20.33   119.02    -0.90    -2.89    -2.52   -10.36    40.43   310.68  1977.63
   -14.00    54.00 -1149.68  -102.91    81.15   -20.33   122.30    -0.90    -2.96    -2.61   -10.36    42.11   310.68  2012.22
   -14.00    56.00 -1043.51  -109.43    73.78   -20.33   125.46    -0.90    -3.03    -2.70   -10.36    43.81   310.68  2044.89
   -14.00     0.00    96.33  -179.45    25.73   -20.33    12.00    -0.90    -1.30    -0.49   -10.36     0.00   310.68   712.01
   -14.00    -2.00    78.60  -178.36    27.56   -20.33     7.44    -0.90    -1.24    -0.42   -10.36    -1.49   310.68   655.58
   -14.00    -4.00    62.50  -177.37    29.29   -20.33     2.87    -0.90    -1.19    -0.35   -10.36    -2.97   310.68   598.83
   -14.00    -6.00    47.82  -176.47    30.93   -20.33    -1.73    -0.90    -1.13    -0.28   -10.36    -4.45   310.68   541.77
   -14.00    -8.00    34.36  -175.64    32.50   -20.33    -6.35    -0.90    -1.07    -0.21   -10.36    -5.93   310.68   484.41
   -14.00   -10.00    21.99  -174.88    34.00   -20.33   -10.99    -0.90    -1.01    -0.14   -10.36    -7.41   310.68   426.77
   -14.00   -12.00    10.57  -174.18    35.43   -20.33   -15.65    -0.90    -0.96    -0.07   -10.36    -8.88   310.68   368.86
   -14.00   -14.00     0.00  -173.53    36.82   -20.33   -20.33    -0.90    -0.90     0.00   -10.36   -10.36   310.68   310.68
   -14.00   -16.00    -9.82  -172.93    38.15   -20.33   -25.04    -0.90    -0.84     0.07   -10.36   -11.83   310.68   252.24
   -14.00   -18.00   -18.96  -172.37    39.45   -20.33   -29.76    -0.90    -0.79     0.14   -10.36   -13.29   310.68   193.56
   -14.00   -20.00   -27.50  -171.84    40.71   -20.33   -34.51    -0.90    -0.73     0.21   -10.36   -14.76   310.68   134.63
   -14.00   -22.00   -35.48  -171.35    41.93   -20.33   -39.28    -0.90    -0.68     0.27   -10.36   -16.22   310.68    75.47
   -14.00   -24.00   -42.98  -170.89    43.12   -20.33   -44.08    -0.90    -0.62     0.34   -10.36   -17.69   310.68    16.08
   -14.00   -26.00   -44.92  -170.77    43.43   -20.33   -45.38    -0.90    -0.60     0.36   -10.36   -18.08   310.68     0.00
   -16.00     0.00   104.84  -179.20    26.71   -25.04    12.00    -0.84    -1.30    -0.56   -11.83     0.00   252.24   712.01
   -16.00     2.00   123.91  -180.46    24.71   -25.04    16.54    -0.84    -1.36    -0.63   -11.83     1.49   252.24   768.10
   -16.00     4.00   145.03  -181.85    22.57   -25.04    21.05    -0.84    -1.42    -0.71   -11.83     2.98   252.24   823.84
   -16.00     6.00   168.55  -183.40    20.27   -25.04    25.54    -0.84    -1.47    -0.78   -11.83     4.48   252.24   879.21
   -16.00     8.00   194.90  -185.14    17.78   -25.04    30.01    -0.84    -1.53    -0.85   -11.83     5.98   252.24   934.19
   -16.00    10.00   224.65  -187.10    15.06   -25.04    34.46    -0.84    -1.59    -0.93   -11.83     7.48   252.24   988.75
   -16.00    12.00   258.49  -189.33    12.08   -25.04    38.88    -0.84    -1.65    -1.00   -11.83     8.99   252.24  1042.89
   -16.00    14.00   297.36  -191.90     8.76   -25.04    43.27    -0.84    -1.71    -1.07   -11.83    10.50   252.24  1096.57
   -16.00    16.00   342.46  -194.87     5.02   -25.04    47.64    -0.84    -1.77    -1.15   -11.83    12.01   252.24  1149.76
   -16.00    18.00   395.46  -198.37     0.76   -25.04    51.98    -0.84    -1.83    -1.22   -11.83    13.53   252.24  1202.44
   -16.00    20.00   458.63  -202.54    -4.17   -25.04    56.30    -0.84    -1.89    -1.30   -11.83    15.06   252.24  1254.59
   -16.00    22.00   535.24  -207.59    -9.99   -25.04    60.58    -0.84    -1.94    -1.38   -11.83    16.59   252.24  1306.16
   -16.00    24.00   630.13  -213.85   -17.02   -25.04    64.83    -0.84    -2.01    -1.45   -11.83    18.12   252.24  1357.12
   -16.00    26.00   750.78  -221.81   -25.75   -25.04    69.04    -0.84    -2.07    -1.53   -11.83    19.66   252.24  1407.43
   -16.00    28.00   909.36  -232.28   -36.99   -25.04    73.22    -0.84    -2.13    -1.61   -11.83    21.21   252.24  1457.06
   -16.00    30.00  1127.22  -246.65   -52.14   -25.04    77.35    -0.84    -2.19    -1.69   -11.83    22.76   252.24  1505.95
   -16.00    32.00  1445.38  -267.64   -73.91   -25.04    81.45    -0.84    -2.25    -1.76   -11.83    24.32   252.24  1554.06
   -16.00    34.00  1954.05  -301.20  -108.26   -25.04    85.49    -0.84    -2.31    -1.84   -11.83    25.89   252.24  1601.34
   -16.00    36.00  2898.10  -363.48  -171.33   -25.04    89.49    -0.84    -2.37    -1.92   -11.83    27.46   252.24  1647.72
   -16.00    38.00  5256.51  -519.08  -327.72   -25.04    93.43    -0.84    -2.44    -2.00   -11.83    29.05   252.24  1693.16
   -16.00    40.00 21728.73 -1605.84 -1415.28   -25.04    97.31    -0.84    -2.50    -2.09   -11.83    30.64   252.24  1737.56
   -16.00    42.00 ********   571.35   761.10   -25.04   101.13    -0.84    -2.56    -2.17   -11.83    32.24   252.24  1780.87
   -16.00    44.00 -4652.07   134.64   323.58   -25.04   104.87    -0.84    -2.63    -2.25   -11.83    33.86   252.24  1822.99
   -16.00    46.00 -2998.14    25.52   213.65   -25.04   108.54    -0.84    -2.69    -2.33   -11.83    35.48   252.24  1863.83
   -16.00    48.00 -2246.13   -24.09   163.21   -25.04   112.13    -0.84    -2.76    -2.42   -11.83    37.12   252.24  1903.30
   -16.00    50.00 -1816.11   -52.46   134.01   -25.04   115.62    -0.84    -2.82    -2.50   -11.83    38.77   252.24  1941.28
   -16.00    52.00 -1537.58   -70.84   114.80   -25.04   119.02    -0.84    -2.89    -2.59   -11.83    40.43   252.24  1977.63
   -16.00    54.00 -1342.34   -83.72   101.08   -25.04   122.30    -0.84    -2.96    -2.68   -11.83    42.11   252.24  2012.22
   -16.00    56.00 -1197.78   -93.26    90.69   -25.04   125.46    -0.84    -3.03    -2.77   -11.83    43.81   252.24  2044.89
   -16.00     0.00   104.84  -179.20    26.71   -25.04    12.00    -0.84    -1.30    -0.56   -11.83     0.00   252.24   712.01
   -16.00    -2.00    87.53  -178.06    28.60   -25.04     7.44    -0.84    -1.24    -0.49   -11.83    -1.49   252.24   655.58
   -16.00    -4.00    71.74  -177.01    30.38   -25.04     2.87    -0.84    -1.19    -0.42   -11.83    -2.97   252.24   598.83
   -16.00    -6.00    57.28  -176.06    32.07   -25.04    -1.73    -0.84    -1.13    -0.35   -11.83    -4.45   252.24   541.77
   -16.00    -8.00    43.99  -175.18    33.69   -25.04    -6.35    -0.84    -1.07    -0.28   -11.83    -5.93   252.24   484.41
   -16.00   -10.00    31.72  -174.37    35.24   -25.04   -10.99    -0.84    -1.01    -0.21   -11.83    -7.41   252.24   426.77
   -16.00   -12.00    20.36  -173.62    36.72   -25.04   -15.65    -0.84    -0.96    -0.14   -11.83    -8.88   252.24   368.86
   -16.00   -14.00     9.82  -172.93    38.15   -25.04   -20.33    -0.84    -0.90    -0.07   -11.83   -10.36   252.24   310.68
   -16.00   -16.00     0.00  -172.28    39.54   -25.04   -25.04    -0.84    -0.84     0.00   -11.83   -11.83   252.24   252.24
   -16.00   -18.00    -9.17  -171.68    40.87   -25.04   -29.76    -0.84    -0.79     0.07   -11.83   -13.29   252.24   193.56
